epoch,train_loss,test_loss
0,2.2221827398429523,5.4429085751573645
1,0.7572083023300523,0.9784545552037761
2,0.42706630851349897,0.2839522903452894
3,0.2571969037190869,0.1253449124300886
4,0.16161020002649262,0.07125536383004609
5,0.10358135932593054,0.046054781155141895
6,0.06871160773940109,0.03183213985321636
7,0.048400420462338924,0.02285154296350264
8,0.036108307491085026,0.017900855043428934
9,0.02814338362834044,0.014939256698333608
10,0.022778910332109725,0.011363633914863717
11,0.01869186820360693,0.009310469991118762
12,0.015767703121333694,0.008131603257290138
13,0.013512901644137229,0.007089721255437406
14,0.011813857474545223,0.006378776137670409
15,0.010516835786222837,0.005833258897155702
16,0.009312749783512965,0.0054342463262144
17,0.00835969944295427,0.004968806432619811
18,0.007675150828473389,0.004534154699952948
19,0.007096827168646978,0.004346251118539054
