epoch,train_loss,test_loss
0,1.1856773311040216,0.5580512990172093
1,0.6976519350451652,0.3900052790458386
2,0.5517251349057413,0.2271989956498146
3,0.40692440026536936,0.14181309322325084
4,0.28299171239237997,0.08849928986567718
5,0.19701803001490506,0.05420239119289013
6,0.13944123033120576,0.03387484588445379
7,0.09953411253363596,0.02090747543395712
8,0.0713760761186631,0.013120011945899863
9,0.052011673235230975,0.008729058801411437
10,0.03839850716092169,0.0060653493050127644
11,0.029094167335918457,0.004389530625373412
12,0.02257554326363234,0.003232017134835657
13,0.01794151356914128,0.0025127994360026116
14,0.014218296037253105,0.001978931929513167
15,0.011528288837371751,0.0016536513022191895
16,0.009490652338316294,0.0013857155359941176
17,0.008013087193487896,0.001193425426698433
18,0.006885637605236686,0.0010335447147484117
19,0.00596803662395387,0.0008800700799418757
